IDENT,Inspection,Maintenance,TimeCost
103715,CYL #2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,6.942094947767883
103716,"ROCKER COVER GASKET, CYL #3, LEAKING.",REMOVED & REPLACED ROCKER COVER GASKET.,7.696786228498692
103717,L/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,6.9948029528749744
103718,R/H #4 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.,6.528150806719242
103719,"L/H #3, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,7.93925990325412
103720,L/H ENG BAFFLE TIE ROD IS RUBBING ON #2 OIL RETURN LINE CLAM,REPOSITIONED CLAMP.,2.8796736054668526
103721,#3 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW INTAKE TUBE GASKET.,3.7025247305792064
103722,#4 INATKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,5.361448963478859
103723,#1 ROCKER COVER GASKET LEAKING.,"REMOVED, CLEANED & REPLACED GASKET.",2.854175022243176
103724,BAFFLE SCREW BEHIND DIPSTICK MISSING.,INSTALLED SCREW IN BAFFLE & RESAFETY WIRED DIPSTICK TUB,4.507511888114195
103725,OIL COOLER TIMED OUT.,REMOVED & REPLACED OIL COOLER. INSTALLED OI,9.07255057533867
103726,RIVET PULLED THROUGH ENGINE BAFFLE SEAL ABOVE #2 CYL.,REMOVED RIVET & SECURED BAFFLE W/ LIKE HARDWARE.,1.488917651075572
103727,"#2, 3 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,4.255876925857846
103728,FOD ON OIL COOLER,REMOVED FOD OFF OIL COOLER,4.679428984546956
103729,FOD ON TOP OF ENGINE,REMOVED FOD FROM TOP OF ENGINE,3.656679422204517
103730,#2 CYL ROCKER COVER GASKET LEAKING.,REPLACED ROCKER COVER GASKET.,9.009848838644478
103731,R/H ENG #2 & 4 INTAKE HAVE SLIGHT LEAK.,REPLACED GASKETS.,6.286692295907693
103732,ROCKER COVER GASKET CYL #2 LEAKING.,REMOVED & REPLACED GASKET.,5.25818683247866
103733,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,5.422750644562911
103734,LEFT ENGINE LOWER FIRE SEAL LOOSE.,REPLACED SEAL.,7.366644101002829
103735,R/H ENG INTAKE SCREEN LOOSE.,REPLACED R/H ENGINE INTAKE SCREEN.,8.951657657552254
103736,"1 FIRST STAGE COMPRESSOR BLADE HAS DAMAGE, NEAR TIP.",INSPECTED & FOUND NICKED LEADING EDGE FIRST STAGE COMPR,1.5764191377669556
103737,R/H ENG AFT BAFFLE SUPPORT BRACKET RIVETS ARE SHEARED.,REMOVED BAFFLE. INSTALLED NEW RIVETS IAW,9.124453006435168
103738,R/H ENG #3 INTAKE TUBE GASKET LEAKING.,REPLACED GASKET.,3.3019796874697125
103739,R/H ENG #2 & 3 ROCKER BOX COVER GASKET LEAKING.,REPLACED GASKETS.,5.511457163369023
103740,L/H ENG #2 & 4 INTAKE TUBE GASKETS LEAKING.,REMOVED & REPLACED W/ NEW GASKETS.,3.7264115829306954
103741,R/H ENG #2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,1.2842190329611203
103742,"#1, 2 & 4 CYL ROCKER COVER GASKETS ARE LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.,2.921245560279575
103743,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,8.324395040270641
103744,#1 CYL BAFFLE SEAL LOOSE.,SECURED SEAL.,6.972382571372242
103745,"#1, 2 CYL ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,0.9958505738447232
103746,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,5.939900382061165
103747,#2 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,5.785732065631867
103748,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,4.057451853501793
103749,#3 & 4 ROCKER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,9.174845174244048
103750,LEFT O/B BAFFLE TIE WIRE BROKEN.,INSTALLED BAFFLE TIE LISTED IN  PARTS MANUAL. FOU,9.55990045233605
103751,INTAKES 3 & 4 LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,1.2935612143025987
103752,#3 EXHAUST VALVE LEAKING ON R/H ENGINE.,"RUN UP, OPS & LEAK CK OK.",4.271332609927746
103753,R/H ENG CYL #4 SIDE BAFFLE SEAL IS COMING LOOSE.,RESECURED LOOSE SEAL.,7.818635355087365
103754,R/H CYL #3 AFT BAFFLE IS CRACKED.,FABRICATED PATCH OF LIKE MATERIAL & RIVETED IAW,3.3067821756716285
103755,#3 EXHAUST VALVE LEAKING ON R/H ENGINE.,"INSTALLED CYL ROCKERS, CYL BAFFLE, TORQUED SPARK PLUGS",8.89432826282215
103756,#3 EXHAUST VALVE LEAKING ON R/H ENGINE.,TRIED TO STAKE VALVE W/ NO AFFECT. ROCKER COVER IS REMO,7.105504759726844
103757,#3 EXHAUST VALVE LEAKING ON R/H ENGINE.,REMOVED & INSTALLED REPAIRED CYL ASSY. TORQUED MOUNTING,2.198755227283579
103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.",RESECURED BAFFLE SEAL.,7.321318382160467
103759,INTAKE GASKET CYL #4 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,6.583949532846005
103760,L/H FWD ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,2.63553367224846
103761,L/H REAR ENGINE BAFFLE SUPPORT CRACKED.,FABRICATED NEW BAFFLE SUPPORT OF LIKE MATERIAL & RIVETE,9.77559113565815
103762,INTAKES #2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,1.7600276347548482
103763,R/H ENG #1 CYL HAS LOW COMPRESSIONS (55 PSI).,"STAKED EXHAUST VALVE, OPS CK GOOD ON COMPRESSIONS. REMO",6.916917122908719
103764,"#2, 3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,0.053422460761161084
103765,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,3.8275338480868526
103766,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,9.004494019051187
103767,#4 CYL INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,3.0813583249532126
103768,L/H ENG #1 & 4 ROCKER COVERS ARE LEAKING.,REPLACED GASKETS.,4.791908669434712
103769,"L/H & R/H ENG FIREWALLS NEED TO BE SEALED, WHERE ENG CONTROL",CLEANED FIREWALL ON BOTH ENGINES & APPLIED FIREWALL SEA,5.002663892597607
103770,"R/H ENG, R/H BAFFLE TIE ROD IS RUBBING ON OIL RETURN LINE HO",MOVED R/H ENG BAFFLE TIE ROD OFF OF OIL RETURN LINE HOS,6.268130481230363
103771,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #3 INTAKE GASKET.,2.577893739581344
103772,#2 INTAKE GASKET LEAKING.,REPLACED INTAKE GASKET.,7.212906464919242
103773,BOTH ENG BAFFLE PLUGS WORN.,REPLACED PLUGS.,2.2610369981507916
103774,TOP BOLT ON CRANKCASE HAS OIL LEAK.,"REMOVED BOLT, APPLIED SEALANT TO BOLT & REINSTALLED BOL",9.379506403691604
103775,FOD ON TOP OF ENGINE,REMOVED FOD FROM TOP OF ENGINE,8.373255968255243
103776,OIL COOLER BOLT BACKED OFF,TIGHTENED BOLT ON THE OIL COOLER,6.783770481550122
103777,#4 & 1 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,2.9696467757984024
103778,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,0.6041457841198639
103779,CRACKS NOTED EXTENDING FROM RIVET ON INSIDE OF #! CYL BAFFLE,"STOP DRILLED CRACKS ON #1 CYL BAFFLE, ON INSIDE.",5.355883015996639
103780,ENGINE R/H REAR BAFFLE SUPPORT BRACKET LOOSE.,"REMOVED REAR BAFFLE, DRILLED OUT RIVETS ON BAFFLE SUPPO",2.2173726645073577
103781,#4 INTAKE LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,0.993210574452752
103782,DAMAGED GROMMET FOR OIL PRESSURE SWITCH WIRE HARNESS THROUGH,"REMOVED & REPLACED GROMMET. INSPECTED WIRES FOR DAMAGE,",4.594578827256508
103783,"AFT L/H ENGINE BAFFLE CRACKED, TOP CORNER NEXT TO CYL #4.",STOP DRILLED CRACK.,7.429763864377979
103784,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,INSPECTED. REPALCED O-RING ON ENGINE BREATHER FITTING.,0.41539307845941065
103785,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,"ADDED, RAN, NO LEAKS OR SEEP FOUND. COWLED &",1.898324997124472
103786,OIL COLLECTING ON BOTTOM OF L/H NACELLE. POOLING ON INTERIOR,REMOVED L/H LOWER NACELLE PANEL. BEGAN VISUAL INSP TO F,7.469148883610426
103787,START ASSIST ON L/H ENGINE.,STARTED A/C FOR PILOT.,1.9832161267835036
103788,"DURING CRUISE, RPM OVERSPED, HIGHEST NUMBER SEEN WAS 2740. N",ANALYZED FDM CARD DATA. FOUND TO BE MOMENTARY OVERSPEED,9.887894311707385
103789,CREW WAS UNABLE TO START L/H ENGINE.,GOT L/H ENGINE STARTED FOR CREW.,2.980664428938835
103790,"START ASSIST, L/H ENGINE.",STARTED L/H ENGINE FOR PILOT.,1.1047514510785716
103791,ENGINE IDLE SPEED AT 780 RPM.,"RAN UP A/C, UNABLE TO DUPLICATE DISCREPANCY. OPS CK GOO",6.634098972198594
103792,#2 & 3 INTAKE GASKETS LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKETS.,3.2294650255214874
103793,#2 & 3 CYLINDER ROCKER COVERS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS.,2.3202749887270158
103794,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,1.4034667570380976
103795,ALL VALVE COVERS LOOSE.,TIGHTENED ALL COVERS.,3.473505549631264
103796,1 BAFFLE BUTTON WORN.,"REPLACED W/ NEW, R/H SIDE.",3.436128127433473
103797,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,3.726775618948288
103798,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,1.4726783833501267
103799,"FWD BAFFLE SEAL WORN, BY AIR FILTER.",APPLIED RTV TO WORN AREAS.,6.463905817517963
103800,"L/H ENG, L/H REAR ENGINE BAFFLE CRACKED.",STOP DRILLED CRACK.,2.8107020744150324
103801,R/H ENG #3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,4.147383813725024
103802,L/H ENG #3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,7.975428627237494
103803,"#2 & 3 ROCKER COVER GASKETS LEAKING, L/H ENGINE.",REMOVED & REPLACED ROCKER COVER GASKETS.,2.1599219281613613
103804,#3 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,2.4305511132217914
103805,"OIL LEAK AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL.","RAN ENGINE, LEAK CK GOOD.",5.581207159296868
103806,"OIL LEAK AT FRONT LOWER PORTION OF CRANKCASE, NEAR OIL SEAL.",REPLACED CRANKSHAFT OIL SEAL IAW LYCOMING . REI,6.014411825022044
103807,SCREW MISSING FROM #3 SIDE BAFFLE.,INSTALLED SCREW.,6.694721540602932
103808,#3 INTAKE TUBE GASKET IS LEAKING.,REMOVED & REPLACED INTAKE GASKET.,2.0893703731133795
103809,#2 ROCKER BOX COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,0.20198263452475662
103810,L/H ENG #2 FWD ENGINE BAFFLE LOOSE.,"CLEANED THREADS, INSTALLED PROPER SCREW.",1.8970696161549927
103811,R/H ENG #1 ROCKER BOX COVER GASKET LEAKING.,REPLACED GASKET W/ NEW SILICONE GASKET.,5.5714061889134765
103812,R/H ENG #2 CYL COMPRESSION 15/80 (EXHAUST LEAK).,REMOVED CYL FROM ENGINE. REMOVED BOTH EXHAUST & INTAKE,0.5281688347892577
103813,R/H ENG #2 CYL COMPRESSION 15/80 (EXHAUST LEAK).,"REINSTALLED CYL, TORQUED TO SPECS. CK DRY VALVE CLEARAN",4.998752398064524
103814,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,8.411976851005893
103815,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #4 INTAKE GASKET.,2.8490589511763496
103816,SCREW MISSING ON AFT #4 CYLINDER ENGINE BAFFLE.,INSTALLED NEW SCREW & APPLICABLE WASHERS ON #4 CYL ENG,1.6497760945634643
103817,"CREW REQUESTED START ASSTI, L/H ENGINE WOULD NOT START.",STARTED L/H ENGINE FOR CREW.,3.844098578080052
103818,"#2, 3, 4 INTAKE GASKETS LEAKING ON L/H ENG.",REMOVED & REPLACED INTAKE GASKETS.,5.0314419072075705
103819,#3 VALVE COVER GASKET LEAKING ON L/H ENGINE.,REMOVED & REPLACED #3 VALVE COVER GASKET.,8.972957838881841
103820,"#1, 2, 3 VALVE COVER GASKETS LEAKING ONR/H ENGINE.",REMOVED & REPLACED VALVE COVER GASKETS.,4.628694286126265
103821,ALL ROCKER COVER SCREWS ARE LOOSE.,TIGHTENED ALL SCREWS.,3.586008272579926
103822,#2 & 4 CYL INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,9.254362044095291
103823,#2 & 4 INTAKE LEAKING.,REMOVED & REPLACED GASKETS.,5.35395720857581
103824,"#3, 4 & 1 INTAKES ARE LEAKING.",REPLACED INTAKE GASKETS.,6.203571980677061
103825,#3 ROCKER COVER IS LEAKING.,REPLACED ROCKER COVER GASKET.,3.827965024300987
103826,L/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,8.185256962369913
103827,"#2 INTAKE GASKET LEAKING, R/H ENGINE.",REMOVED & REPLACED GASKET.,2.882918507890172
103828,"CRACK IN ENGINE BAFFLE, ABOVE #3 CYL, R/H ENGINE.",STOP DRILLED CRACK.,4.601330092471912
103829,L/H ENG COWL SEAL UNSECURED ABOVE #4 CYL.,SECURED COWL SEAL ABOVE #4 CYL.,6.268588875709936
103830,R/H ENG PRIMER LINE CHAFING ON #2 INTAKE TUBE.,REMOVED & REPLACED TUBE. NO DAMAGE NOTED ON PRIMER LINE,4.3003508088053986
103831,L/H SIDE BAFFLING ON #3 CYL CRACKED.,STOP DRILLED CRACK.,0.4807109157857614
103832,"BAFFLE SEAL ABOVE #4 CYL, L/H ENG, HAS PULLED RIVET.",RESECURED BAFFLE SEAL.,9.149103841589545
103833,SCREW MISSING IN #3 SIDE BAFFLE.,INSTALLED SCREW.,5.908491239783427
103834,L/H BAFFLE PLUG NEEDS TO BE REPLACED.,INSTALLED NEW PLUG.,5.113272621809161
103835,#2 & 3 INTAKE GASKETS LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,0.9664433153072571
103836,#2 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED W/ NEW GASKET.,5.704534140866805
103837,LOOSE RIVETS NOTED ON R/H SIDE OF CARB AIR BOX ON L/H ENGINE,REMOVED LOOSE RIVETS & INSTALLED SCREWS.,7.735753039010003
103838,#1 CYL BAFFLING CRACKED BY ALTERNATOR BELT.,STOP DRILLED CRACK.,2.1070986967901173
103839,OIL COOLER SUPPORT BRACKET ON CYL #4 CRACKED.,FABRICATED NEW BRACKET OUT OF LIKE MATERIAL.,2.9313378183141836
103840,#2 INTAKE LEAKING ON R/H ENGINE.,REPLACED GASKET.,4.353254290437877
103841,#3 SIDE BAFFLE CRACKED ON R/H ENGINE.,STOP DRILLED CRACK.,3.6082620197190165
103842,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,9.526526174791655
103843,#2 & 4 INTAKES LEAKING ON L/H ENGINE.,REMOVED & REPLACED INTAKE GASKETS.,5.524892440179442
103844,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,"REMOVED BAFFLE, STOP DRILLED CRACK, FABRICATED & INSTAL",4.820025963243389
103845,BAFFLE REPAIR PERFORMED ON PD #12 HAS RIVETS THAT ARE RUBBIN,"REMOVED BAFFLE, REMOVED PREVIOUSLY INSTALLED PATCH. FAB",0.6886267197785334
103846,#1 FWD BAFFLE SEAL LOOSE.,INSTALLED NEW POP RIVET.,8.715831860767299
103847,#4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,1.13171613324897
103848,#3 REAR BAFFLE SCREW LOOSE.,REMOVED OIL FILLER TUBE TO TIGHTEN SCREW. TIGHTENED SCR,2.5411524908488103
103849,#3 INTAKE GASKET LEAKING.,REPLACED GASKET.,9.55703176125785
103850,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,5.638045881817707
103851,"BAFFLE SEAL LOOSE, FWD OF #1 CYL.",SECURED BAFFLE SEAL.,0.09422994584012856
103852,1 BAFFLE PLUG WORN.,REPLACED 1 PLUG.,8.672848113163322
103853,R/H BAFFLE PLUG MISSING.,REPLACED PLUG.,5.461248592049781
103854,R/H BAFFLE PLUG MISSING.,INSTALLED BAFFLE PLUG DOUBLER.,1.1007473138720758
103855,R/H FWD BAFFLE HAS A CRACK.,STOP DRILLED CRACK.,1.0058177500831655
103856,CRACK IN R/H AFT ENGINE BAFFLE.,STOP DRILLED CRACK.,8.186307087450295
103857,FWD R/H ENGINE BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET.,6.27907733350739
103858,L/H BAFFLE SEAL ON CYL #2 HAS STAPLE PULLED THROUGH.,INSTALLED POP RIVET.,8.104733347288086
103859,"DURING FLARE PHASE OF LANDING, ENGINE QUIT. ATTEMPTED TO RES",RETRIEVED A/C FROM RUNWAY.,5.342640235611284
103860,"DURING FLARE PHASE OF LANDING, ENGINE QUIT. ATTEMPTED TO RES",PERFORMED GROUND RUN OF ENGINE. TRIED TO PERFORM SEASON,0.4767675264509541
103861,#4 INDUCTION TUBE GASKET LEAKING.,REMOVED & REPLACED GASKET.,0.3132789440389194
103862,OIL IS LEAKING FROM TOP OF R/H ENG COWLING.,RUN UP LEAK CK GOOD.,9.900882719247294
103863,OIL IS LEAKING FROM TOP OF R/H ENG COWLING.,INSP REVEALED 3 BOLTS ON BACK BONE LEAKING. CLEANED ALL,8.38752205601055
103864,R/H SIDE AFT BAFFLE SEAL RIVET PULLED THRU.,REPLACED RIVET.,8.598293616100593
103865,CRACK NOTED BY NUTPLATE ON #1 CYL BAFFLE.,STOP DRILLED CRACK.,8.482906086806551
103866,#3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,2.1993097881441557
103867,"WHILE PERFORMING GO-AROUND @ D37 ON CLIMBOUT, ENGINE SPUTTER",RAN A/C & PERFORMED GROUND RUN SEVERAL TIMES. COULD NOT,9.23295191282538
103868,#3 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,0.7145844838127846
103869,SEAL WORN ABOVE AIR INTAKE.,REPAIRED SEAL.,5.870663170629172
103870,L/H ENG #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED L/H ENG INTAKE GASKET.,3.5855663032673135
103871,L/H ENG AFT L/H BAFFLE CRACKED.,INSPECTED L/H AFT BAFFLE CRACK PREVIOUSLY C/W.,3.305085427959252
103872,"#4 CYL INTAKE TUBE FLANGE WORN, L/H ENG.",REMOVED & REPLACED INTAKE TUBE FLANGE.,2.432131777049711
103873,R/H ENG #4 BAFFLE CRACKED.,REMOVED R/H ENG OIL COOLER FROM #4 CYL BAFFLE. STOP DRI,7.347864756131295
103874,#4 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED #4 INTAKE GASKET ON R/H ENGINE.,2.261305519547645
103875,"#4 CYL INTAKE TUBE NEEDS TO BE REPLACED, L/H ENG.",REMOVED & REPLACED L/H ENG #4 INTAKE TUBE.,4.025998235289318
103876,#2 INTAKE LEAKING.,REPLACED CYL #2 INTAKE GASKET.,6.3230987418104565
103877,#4 CYL AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK.,3.503423945108466
103878,#2 ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,5.529618776019022
103879,"#1, 3, 4 ROCKER COVER SCREWS LOOSE.",TIGHTENED ROCKER COVER SCREWS.,5.626390574861318
103880,#2 ROCKER COVER LEAKING.,REPLACED #2 ROCKER COVER GASKET.,8.565909681784191
103881,#2 CYL BOTTOM ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,SECURED SEAL W/ POP RIVET.,7.074790600349067
103882,"1, 2, 3 ROCKER COVER GASKETS LEAKING.","REMOVED, CLEANED & REPLACED W/ NEW SILICONE GASKETS.",3.8956647663992516
103883,FWD LWR SEAL WORN ABOVE INTAKE FILTER HOUSING.,INSTALLED RTV TO WORN AREAS.,3.1917342285198314
103884,BAFFLE SCREW MISSING ABOVE STARTER.,INSTALLED NEW BAFFLE SCREW & WASHERS.,6.89322143615845
103885,#1 CYL BAFFLING CRACKED.,STOP DRILLED CRACK.,7.707498880187753
103886,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,0.6159971474717862
103887,#4 ROCKER COVER GASKET LEAKING.,REMOVED OLD GASKET & INSTALLED NEW ONE.,9.137603248126801
103888,CRACK EXTENDING BEYOND RIVET ON #1 CYL BAFFLE.,"REMOCED BAFFLE, CLEANED. INSP, FOUND PAINT CRACKED. INS",8.108398590113344
103889,#2 INTAKE LEAKING ON L/H ENG.,REMOVED & REPLACED GASKET.,5.4079999600558315
103890,R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL.,LEAK CK GOOD.,2.6351889506875734
103891,#1 ROCKER COVER LEAKING ON R/H ENG.,REMOVED & REPLACED GASKET.,0.9173925322452547
103892,#2 & 3 INTAKES LEAKING ON R/H ENG.,REMOVED & REPLACED GASKETS.,8.524131655846677
103893,#3 & 4 ROCKER COVERS LEAKING IN L/H ENG.,REMOVED & REPLACED GASKETS.,8.74889782911045
103894,"BAFFLE SEAL BETWEEN CYLINDERS 2 & 4 ON R/H ENG, LOOSE.",RESECURED BAFFLE SEAL.,4.245763541167226
103895,R/H ENG CRANKCASE LIFTING EYEBOLT LEAKING OIL.,"CLEANED AREA, REMOVED BOLT, CLEANED & INSTALLED BOLT &",7.458244119867343
103896,"2, 3, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,4.306183267862602
103897,#1 SIDE BAFFLE BENT.,STRAIGHTENED BAFFLE.,3.4944291544500397
103898,#1 BAFFLE BENT.,"REMOVED BAFFLE, STRAIGHTENED BAFFLE & REINSTALLED.",8.249612039797093
103899,SOME ROCKER COVER SCREWS LOOSE.,TIGHTENED ALL ROCKER COVER SCREWS.,2.5359607363392875
103900,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,0.5258739918165767
103901,EXCESSIVE FREE PLAY NOTED BETWEEN PILOT & COPILOT YOKES W/ A,ADJUSTED CENTER TURNBUCKLE ON CONTROL COLUMN & ADJUSTED,5.940113554478074
103902,BOTTOM OF OIL COOLER NEEDS SEALANT REPLACED BETWEEN COOLER &,INSTALLED SEALANT.,3.0683277863528904
103903,INTERCYLINDER BAFFLE TENSION WIRE CHAFING ON #1 CYL OIL RETU,PUT BEND IN BAFFLE TENSIONER WIRE TO AVOID OIL RETURN L,7.195849498633614
103904,BOTH BAFFLE BUTTONS WORN,INSTALLED NEW PLUGS,3.017452104091217
103905,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST","RAN AIRCRAFT, OPS AND LEAK CHECK GOOD",9.625281404712574
103906,"#1 CYLINDER COMPRESSION LOW, 25LBS. COMING FROM EXHAUST","REMOVED CYLINDER, FOUND BENT EXHAUST VALVE. INSTALLED R",1.448845655986153
103907,"FRONT BAFFLE SEAL NEEDS RTV, ABOVE ENG INLET.",INSTALLED RTV TO SEAL.,7.342192761280061
103908,"#4, 1 & 3 ROCKER COVERS LEAKING.",REMOVED & REPLACED GASKETS.,0.23040679545007103
103909,LH ENGINE #4 CYL BAFFLE SEAL STAPLE PULLED THROUGH,REPLACED STAPLE WITH POP RIVET,3.429842258336281
103910,#1 AND #3 ROCKER COVERS LEAKING,"REMOVED, CLEANED, INSTALLED NEW SILICONE GASKETS",4.326169170041808
103911,R/H ENGINE #3 INTAKE GASKET LEAKING,REMOVED AND REPLACED #3 INTAKE GASKET ON R/H ENG,2.6783885022035547
103912,EXCESSIVE ENGINE VIBRATION ON DEPARTURE CLIMBOUT. VIBRATION,"RAN ACFT, IDLE RPM AND MIXTURE AND MAG CHECKS GOOD RAN",3.679888645575189
103913,CYL #2 & 4 INTAKE GASKETS LEAKING,REPLACED CYL #2 & 4 INTAKE GASKETS,0.5305209814440481
103914,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET.,4.016040165055323
103915,"#1, 2, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED ROCKER COVER GASKETS.,7.15510103941433
103916,#1 CYL BOTTOM BAFFLE SEAL RIVET PULLED THROUGH.,INSTALLED NEW POP RIVET.,6.419969348438366
103917,"2, 3, 4 ROCKER COVER GASKETS LEAKING.","REMOVED OLD GASKETS, CLEANED & INSTALLED NEW SILICONE G",1.3793733853886492
103918,#4 INTAKE LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,7.568714795408522
103919,#3 ROCKER COVER LEAKING ON R/H ENGINE.,REPLACED ROCKER COVER GASKET.,0.2793333430492173
103920,#3 CYL TOP BAFFLING HAS A CRACK.,STOP DRILLED CRACK.,7.790214439463634
103921,#2 & 4 IGN TOP LEADS NEED TO BE SECURED.,SECURED LEADS.,3.337854725385634
103922,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,1.962991421196354
103923,#1 & 2 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,0.32833850062578773
103924,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,6.3672475033956815
103925,#2 FWD SIDE BAFFLE SEAL DISCONNECTED.,REATTACHED USING POP RIVETS.,0.24542754428961144
103926,"MISSING SCREW ON ENG BAFFLE AFT & NEXT TO CYL #3, SCREW MOUN",INSTALLED SCREW.,7.454294218736955
103927,R/H ENG #2 INTAKE GASKET LEAKING.,REPLACED GASKET.,1.2114520880425883
103928,L/H ENG #2 & 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.,8.661175046824388
103929,"L/H ENG #2, 3, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.,8.717880300291197
103930,R/H ENGINE #3 & 4 ROCKER GASKETS ARE LEAKING.,REMOVED & REPLACED GASKETS.,3.341151655992498
103931,L/H ENG INTAKE SCREEN WORN.,ORDERED PART.,4.1659671758217645
103932,L/H ENG INTAKE SCREEN WORN.,INSTALLED NEW SCREEN.,5.578554103153516
103933,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW INTAKE GASKET.,1.2636253905718997
103934,INTAKE GASKET CYL #1 LEAKING.,REMOVED & REPLACED INTAKE GASKET.,5.534051813203591
